tipo producto,precio,cantidad,credit card,marca,fecha,categoria,subcategoria
pasta & grains,6222.17,13,jcb,Minute Rice,03/03/2007,grocery household & pets,grocery
meal solutions,7200.99,10,jcb,MISSION,26/03/2009,grocery household & pets,grocery
canned soup & food,9991.54,3,jcb,Starbucks,16/08/2008,grocery household & pets,grocery
snacks chips & cookies,9813.81,13,instapayment,Betty Crocker,24/03/2009,grocery household & pets,grocery
baking,9888.28,19,diners-club-carte-blanche,Betty Crocker,13/08/2007,grocery household & pets,grocery
oils & spices,1388.31,2,china-unionpay,Archer Farms,23/07/2012,grocery household & pets,grocery
snacks chips & cookies,1982.88,14,diners-club-carte-blanche,Made to Matter,27/01/2010,grocery household & pets,grocery
meal solutions,4863.64,6,jcb,Uncle Ben's,03/03/2008,grocery household & pets,grocery
beverages,9135.42,14,jcb,Boots & Barkley,25/12/2011,grocery household & pets,grocery
food gifts,7806.56,11,jcb,Natures Own,13/10/2011,grocery household & pets,grocery
oils & spices,4874.55,19,diners-club-carte-blanche,Kraft,15/06/2008,grocery household & pets,grocery
meal solutions,6848.16,1,visa-electron,Natures Own,20/09/2008,grocery household & pets,grocery
canned soup & food,1899.73,10,visa,Alder Creek Gifts,26/07/2011,grocery household & pets,grocery
beverages,5948.79,18,jcb,Duncan Hines,06/07/2006,grocery household & pets,grocery
baking,2841.23,11,jcb,Chef BOYARDEE,15/04/2014,grocery household & pets,grocery
oils & spices,5993.93,1,jcb,Archer Farms,29/08/2006,grocery household & pets,grocery
condiments,6043.06,4,maestro,Betty Crocker,23/04/2014,grocery household & pets,grocery
oils & spices,9682.8,13,china-unionpay,Archer Farms,11/09/2007,grocery household & pets,grocery
condiments,2939.54,17,jcb,Alder Creek Gifts,03/06/2009,grocery household & pets,grocery
pasta & grains,1804.17,17,jcb,Thomas,01/09/2013,grocery household & pets,grocery
pasta & grains,9263.89,7,americanexpress,Kraft,03/03/2011,grocery household & pets,grocery
pasta & grains,6793.57,12,jcb,Chef BOYARDEE,01/08/2007,grocery household & pets,grocery
baking,5609.4,13,maestro,Sara Lee,03/04/2012,grocery household & pets,grocery
coffee & tea,3946.62,16,jcb,Betty Crocker,29/03/2012,grocery household & pets,grocery
condiments,6862.22,16,maestro,Pepperidge Farm,29/06/2013,grocery household & pets,grocery
coffee & tea,6088.83,14,jcb,market pantry,02/12/2006,grocery household & pets,grocery
candy & gum,1544.91,16,jcb,Archer Farms,28/01/2009,grocery household & pets,grocery
oils & spices,397.06,1,jcb,Starbucks,11/12/2010,grocery household & pets,grocery
emergency food,6130.78,11,jcb,Betty Crocker,08/12/2009,grocery household & pets,grocery
beverages,7952.56,3,bankcard,Annie's,27/05/2012,grocery household & pets,grocery
oils & spices,3235.05,5,jcb,Made to Matter,18/12/2006,grocery household & pets,grocery
pasta & grains,1698.85,1,jcb,Stouffer's,28/09/2013,grocery household & pets,grocery
food gifts,2371.12,10,jcb,Minute Rice,03/06/2009,grocery household & pets,grocery
pasta & grains,6277.74,1,diners-club-carte-blanche,Alder Creek Gifts,31/05/2008,grocery household & pets,grocery
baking,8647.94,4,instapayment,Stouffer's,01/02/2012,grocery household & pets,grocery
baking,4606.63,11,jcb,Made to Matter,16/10/2014,grocery household & pets,grocery
emergency food,22.02,18,jcb,Little Debbie,01/03/2012,grocery household & pets,grocery
baking,7184.93,10,jcb,Alder Creek Gifts,24/07/2013,grocery household & pets,grocery
snacks chips & cookies,5820.52,12,jcb,Lundberg,28/12/2009,grocery household & pets,grocery
emergency food,8886.8,6,jcb,market pantry,12/11/2010,grocery household & pets,grocery
condiments,1260.08,2,mastercard,Betty Crocker,04/08/2007,grocery household & pets,grocery
coffee & tea,1371.07,10,laser,market pantry,18/04/2010,grocery household & pets,grocery
breakfast & cereal,7608.5,15,visa-electron,market pantry,04/04/2014,grocery household & pets,grocery
snacks chips & cookies,3148.51,15,switch,Lundberg,23/04/2014,grocery household & pets,grocery
pasta & grains,3808.66,2,americanexpress,Minute Rice,27/06/2008,grocery household & pets,grocery
breakfast & cereal,4347.78,8,diners-club-enroute,Made to Matter,16/02/2006,grocery household & pets,grocery
snacks chips & cookies,6278.69,1,jcb,Arnolds,01/08/2012,grocery household & pets,grocery
condiments,5663.8,2,switch,Archer Farms,19/02/2007,grocery household & pets,grocery
breakfast & cereal,2681.82,8,mastercard,Boots & Barkley,27/02/2008,grocery household & pets,grocery
snacks chips & cookies,8089.83,6,jcb,Sara Lee,30/08/2007,grocery household & pets,grocery
candy & gum,977.27,19,jcb,Kraft,05/01/2013,grocery household & pets,grocery
oils & spices,2682.14,14,jcb,Uncle Ben's,24/06/2014,grocery household & pets,grocery
condiments,1847.8,1,jcb,Sara Lee,03/02/2013,grocery household & pets,grocery
condiments,7053.35,15,visa-electron,Uncle Ben's,23/05/2011,grocery household & pets,grocery
meal solutions,4675.58,17,jcb,Market Pantry,22/10/2008,grocery household & pets,grocery
meal solutions,4831.57,19,jcb,Sara Lee,23/08/2012,grocery household & pets,grocery
baking,3330.27,2,diners-club-carte-blanche,Archer Farms,24/04/2008,grocery household & pets,grocery
food gifts,1442.12,18,laser,Market Pantry,15/03/2012,grocery household & pets,grocery
pasta & grains,6586.13,15,maestro,Archer Farms,26/09/2007,grocery household & pets,grocery
canned soup & food,2807.79,8,jcb,Betty Crocker,09/03/2013,grocery household & pets,grocery
condiments,9480.54,6,americanexpress,Arnolds,14/06/2010,grocery household & pets,grocery
condiments,7270.53,12,jcb,Lundberg,31/10/2014,grocery household & pets,grocery
pasta & grains,7.81,6,mastercard,Archer Farms,24/10/2014,grocery household & pets,grocery
meal solutions,9996.28,15,jcb,Annie's,27/12/2013,grocery household & pets,grocery
snacks chips & cookies,6550.25,12,jcb,Betty Crocker,05/11/2012,grocery household & pets,grocery
beverages,5519.81,4,laser,Simply Balanced,22/11/2006,grocery household & pets,grocery
baking,4851.19,17,diners-club-carte-blanche,Minute Rice,24/03/2008,grocery household & pets,grocery
breakfast & cereal,2202.44,3,laser,Betty Crocker,22/10/2012,grocery household & pets,grocery
canned soup & food,449.4,2,jcb,Thomas,06/08/2006,grocery household & pets,grocery
coffee & tea,6840.59,2,maestro,Little Debbie,02/12/2005,grocery household & pets,grocery
baking,767.83,10,diners-club-carte-blanche,Archer Farms,18/08/2006,grocery household & pets,grocery
coffee & tea,7125.8,3,mastercard,Annie's,22/09/2010,grocery household & pets,grocery
canned soup & food,5384.43,1,maestro,MISSION,22/10/2006,grocery household & pets,grocery
snacks chips & cookies,550.71,6,jcb,Chef BOYARDEE,11/07/2008,grocery household & pets,grocery
baking,8994.45,4,jcb,Campbells,13/09/2011,grocery household & pets,grocery
oils & spices,2541.4,15,laser,Duncan Hines,27/06/2008,grocery household & pets,grocery
condiments,5504.23,9,diners-club-enroute,Archer Farms,12/12/2009,grocery household & pets,grocery
baking,4410.72,7,jcb,Duncan Hines,06/03/2010,grocery household & pets,grocery
breakfast & cereal,1773.91,18,china-unionpay,Pillsbury,23/07/2013,grocery household & pets,grocery
emergency food,9991.53,6,diners-club-us-ca,Annie's,18/12/2012,grocery household & pets,grocery
emergency food,3980.3,15,china-unionpay,Old El Paso,14/11/2011,grocery household & pets,grocery
emergency food,9227.18,6,jcb,Pillsbury,08/03/2006,grocery household & pets,grocery
emergency food,2120.36,20,maestro,Sara Lee,17/11/2009,grocery household & pets,grocery
pasta & grains,9468.88,18,visa-electron,up & up,25/09/2014,grocery household & pets,grocery
canned soup & food,1400.24,5,visa-electron,Uncle Ben's,10/08/2012,grocery household & pets,grocery
baking,4848.1,6,bankcard,Old El Paso,28/08/2008,grocery household & pets,grocery
food gifts,4375.2,6,jcb,Pop-Tarts,28/03/2014,grocery household & pets,grocery
food gifts,370.97,1,switch,Archer Farms,13/05/2008,grocery household & pets,grocery
food gifts,3770.92,9,laser,MISSION,13/01/2009,grocery household & pets,grocery
oils & spices,2013.01,3,jcb,Kraft,09/01/2010,grocery household & pets,grocery
baking,6648.79,13,switch,Little Debbie,12/05/2007,grocery household & pets,grocery
condiments,7304.11,5,jcb,Made to Matter,25/11/2014,grocery household & pets,grocery
coffee & tea,8870.61,3,jcb,Pillsbury,09/10/2010,grocery household & pets,grocery
candy & gum,2120.96,5,jcb,Pillsbury,13/05/2012,grocery household & pets,grocery
meal solutions,712.19,8,jcb,Oroweat,23/02/2009,grocery household & pets,grocery
snacks chips & cookies,8181.89,14,instapayment,Pillsbury,06/02/2011,grocery household & pets,grocery
pasta & grains,405.96,1,bankcard,Lundberg,16/05/2011,grocery household & pets,grocery
emergency food,4885.45,14,maestro,Archer Farms,12/07/2013,grocery household & pets,grocery
condiments,3467.83,2,jcb,Kraft,09/05/2007,grocery household & pets,grocery
meal solutions,1507.38,15,mastercard,Starbucks,18/03/2012,grocery household & pets,grocery
meal solutions,9720.13,5,jcb,Simply Balanced,06/06/2007,grocery household & pets,grocery
oils & spices,3730.85,19,bankcard,up & up,15/09/2010,grocery household & pets,grocery
pasta & grains,1143.6,15,laser,Oroweat,20/04/2006,grocery household & pets,grocery
snacks chips & cookies,4251.79,2,jcb,Campbells,14/12/2012,grocery household & pets,grocery
beverages,164.68,12,mastercard,Simply Balanced,04/07/2014,grocery household & pets,grocery
candy & gum,1498.15,13,maestro,Thomas,05/01/2015,grocery household & pets,grocery
emergency food,2853.91,2,americanexpress,Kraft,28/02/2012,grocery household & pets,grocery
pasta & grains,1763.28,16,jcb,Chef BOYARDEE,28/06/2008,grocery household & pets,grocery
baking,897.1,15,diners-club-enroute,market pantry,26/09/2011,grocery household & pets,grocery
emergency food,9849.56,15,jcb,Minute Rice,16/12/2007,grocery household & pets,grocery
food gifts,5698.38,11,jcb,Duncan Hines,14/08/2005,grocery household & pets,grocery
meal solutions,4240.74,1,jcb,Little Debbie,06/07/2006,grocery household & pets,grocery
condiments,7586.42,6,jcb,Oroweat,30/11/2014,grocery household & pets,grocery
snacks chips & cookies,242.45,18,jcb,Stouffer's,10/02/2010,grocery household & pets,grocery
breakfast & cereal,3644.43,5,switch,Kraft,16/02/2010,grocery household & pets,grocery
breakfast & cereal,7233.11,12,china-unionpay,Natures Own,26/02/2011,grocery household & pets,grocery
emergency food,2185.49,19,diners-club-carte-blanche,Uncle Ben's,12/07/2007,grocery household & pets,grocery
pasta & grains,5809.57,16,diners-club-enroute,Boots & Barkley,21/10/2013,grocery household & pets,grocery
beverages,9259.15,2,jcb,Chef BOYARDEE,16/06/2010,grocery household & pets,grocery
canned soup & food,2559.55,1,diners-club-enroute,Annie's,06/04/2008,grocery household & pets,grocery
emergency food,2712.58,19,maestro,Pop-Tarts,01/07/2007,grocery household & pets,grocery
snacks chips & cookies,7118.31,1,maestro,Sara Lee,19/11/2013,grocery household & pets,grocery
canned soup & food,4880.41,3,jcb,Archer Farms,25/01/2009,grocery household & pets,grocery
canned soup & food,471.7,4,mastercard,market pantry,22/11/2011,grocery household & pets,grocery
breakfast & cereal,5128.86,4,switch,Oroweat,08/12/2014,grocery household & pets,grocery
candy & gum,197.42,18,americanexpress,Barilla,03/01/2015,grocery household & pets,grocery
condiments,4145.88,3,jcb,Oroweat,01/04/2008,grocery household & pets,grocery
meal solutions,2079.14,2,jcb,Betty Crocker,16/02/2011,grocery household & pets,grocery
canned soup & food,4571.78,2,visa,Chef BOYARDEE,09/04/2010,grocery household & pets,grocery
pasta & grains,836.12,5,jcb,Betty Crocker,19/07/2009,grocery household & pets,grocery
snacks chips & cookies,2536.29,8,maestro,Made to Matter,16/01/2009,grocery household & pets,grocery
beverages,8362.85,6,visa-electron,Archer Farms,25/06/2005,grocery household & pets,grocery
canned soup & food,9463.9,5,americanexpress,Betty Crocker,31/05/2008,grocery household & pets,grocery
coffee & tea,4674.76,2,jcb,market pantry,02/12/2006,grocery household & pets,grocery
pasta & grains,6965.76,12,jcb,Chef BOYARDEE,08/06/2005,grocery household & pets,grocery
pasta & grains,6307.04,17,switch,Pepperidge Farm,21/03/2015,grocery household & pets,grocery
canned soup & food,1771.79,13,diners-club-us-ca,Thomas,14/10/2010,grocery household & pets,grocery
emergency food,2116.61,9,mastercard,Oroweat,28/03/2007,grocery household & pets,grocery
beverages,8586.45,20,mastercard,Duncan Hines,11/04/2015,grocery household & pets,grocery
oils & spices,6196.22,14,visa-electron,Sara Lee,09/08/2007,grocery household & pets,grocery
oils & spices,3198.54,20,jcb,MISSION,20/03/2011,grocery household & pets,grocery
breakfast & cereal,4913.69,18,jcb,Campbells,23/06/2012,grocery household & pets,grocery
emergency food,3082.59,10,jcb,Natures Own,07/08/2011,grocery household & pets,grocery
candy & gum,6863.39,18,diners-club-enroute,Archer Farms,05/01/2010,grocery household & pets,grocery
baking,8622.35,17,jcb,market pantry,26/12/2013,grocery household & pets,grocery
condiments,9168.2,14,jcb,Kraft,23/09/2007,grocery household & pets,grocery
condiments,738.54,2,jcb,Barilla,17/01/2015,grocery household & pets,grocery
pasta & grains,5992.18,1,jcb,Betty Crocker,27/10/2014,grocery household & pets,grocery
candy & gum,371.59,16,jcb,Natures Own,10/05/2008,grocery household & pets,grocery
coffee & tea,1160.05,12,switch,Pillsbury,22/06/2009,grocery household & pets,grocery
pasta & grains,3158.8,15,jcb,Sara Lee,27/12/2005,grocery household & pets,grocery
baking,899.19,4,jcb,market pantry,14/11/2008,grocery household & pets,grocery
emergency food,5622.61,3,jcb,market pantry,26/03/2013,grocery household & pets,grocery
coffee & tea,4297.48,9,mastercard,Pepperidge Farm,21/08/2013,grocery household & pets,grocery
canned soup & food,4171.89,10,jcb,Archer Farms,08/12/2011,grocery household & pets,grocery
snacks chips & cookies,9625.81,18,jcb,Betty Crocker,17/12/2010,grocery household & pets,grocery
food gifts,7023.4,19,jcb,Archer Farms,19/05/2013,grocery household & pets,grocery
condiments,4472.63,2,jcb,Pop-Tarts,18/05/2008,grocery household & pets,grocery
emergency food,2771.91,14,jcb,Made to Matter,15/11/2013,grocery household & pets,grocery
snacks chips & cookies,2122.65,6,jcb,Thomas,14/07/2012,grocery household & pets,grocery
canned soup & food,8957.67,11,jcb,Made to Matter,14/09/2006,grocery household & pets,grocery
baking,891.56,15,laser,Simply Balanced,01/11/2008,grocery household & pets,grocery
candy & gum,8629.21,9,visa-electron,Archer Farms,15/08/2014,grocery household & pets,grocery
baking,6447.42,15,switch,Natures Own,09/10/2011,grocery household & pets,grocery
emergency food,1400.8,20,diners-club-us-ca,Sara Lee,29/10/2007,grocery household & pets,grocery
meal solutions,6281.37,15,maestro,Annie's,30/08/2006,grocery household & pets,grocery
pasta & grains,1540.15,2,jcb,market pantry,05/12/2007,grocery household & pets,grocery
candy & gum,8877.98,16,jcb,Archer Farms,10/08/2014,grocery household & pets,grocery
food gifts,5607.15,1,laser,market pantry,05/09/2006,grocery household & pets,grocery
beverages,9499.07,7,visa-electron,Archer Farms,09/01/2014,grocery household & pets,grocery
beverages,2148.58,10,jcb,Simply Balanced,14/06/2009,grocery household & pets,grocery
snacks chips & cookies,3710.48,7,diners-club-enroute,Alder Creek Gifts,07/03/2013,grocery household & pets,grocery
snacks chips & cookies,5274.53,17,diners-club-enroute,Made to Matter,18/08/2007,grocery household & pets,grocery
pasta & grains,845.19,7,jcb,Minute Rice,07/03/2011,grocery household & pets,grocery
candy & gum,4646.17,3,bankcard,Kraft,30/06/2006,grocery household & pets,grocery
meal solutions,7369.92,2,diners-club-enroute,Lundberg,20/10/2013,grocery household & pets,grocery
canned soup & food,3814.24,14,bankcard,Archer Farms,10/02/2009,grocery household & pets,grocery
canned soup & food,507.58,9,jcb,Betty Crocker,20/11/2007,grocery household & pets,grocery
food gifts,8966.89,5,jcb,Uncle Ben's,15/10/2005,grocery household & pets,grocery
snacks chips & cookies,5340.93,14,jcb,Pillsbury,03/01/2009,grocery household & pets,grocery
canned soup & food,2806.74,20,jcb,Boots & Barkley,03/07/2012,grocery household & pets,grocery
emergency food,399.81,5,jcb,Sara Lee,15/11/2011,grocery household & pets,grocery
canned soup & food,135.94,10,china-unionpay,market pantry,22/08/2007,grocery household & pets,grocery
emergency food,9078.85,13,jcb,Minute Rice,10/05/2011,grocery household & pets,grocery
baking,9269.27,18,jcb,up & up,08/12/2013,grocery household & pets,grocery
